voltage_v,current_a,temperature_c,ambient_temp_c,internal_resistance,cycle_count,battery_age_days,charge_rate_c,discharge_rate_c,time_since_charge_h,humidity_pct,battery_capacity_ah,soc_percent
3.4738,-3.185,30.43,23.7,0.12883,1482,1163,1.5,0.5,1.371,50.2,50,21.23
3.4653,-12.815,37.31,31.99,0.09918,951,816,0.5,1.0,1.872,60.5,60,21.55
3.4614,-18.242,29.12,23.82,0.10023,1123,893,0.2,2.0,3.176,33.5,60,22.02
3.1833,10.756,22.48,18.89,0.08561,620,457,1.0,2.0,2.231,60.4,60,14.15
3.9047,13.842,29.93,26.44,0.10328,1196,986,0.5,0.2,2.964,79.1,50,50.79
3.2582,-9.467,33.31,25.6,0.06219,161,141,0.2,1.5,4.553,64.6,100,15.89
3.3893,-3.701,25.37,23.26,0.08385,775,604,1.5,0.2,1.405,71.1,50,24.1
3.8055,0.704,33.53,23.69,0.12036,1286,1010,0.2,0.2,5.37,80.7,75,43.13
3.0001,27.193,42.02,37.48,0.06421,273,231,1.0,0.2,2.16,69.4,75,13.81
3.9195,0.977,39.03,25.44,0.10302,1026,815,1.0,1.0,0.088,51.3,60,49.06
4.0789,-14.714,21.85,18.93,0.10214,1051,802,0.2,0.5,7.5,52.5,60,50.76
3.0619,-17.35,30.05,24.3,0.06669,325,295,1.5,0.2,1.323,61.7,50,3.31
3.7099,-13.668,32.38,28.43,0.09736,939,742,0.5,1.0,7.871,41.5,60,31.84
3.4902,18.96,19.93,17.31,0.11213,1172,967,0.5,1.0,5.459,97.9,60,31.92
3.0942,7.697,49.2,41.01,0.07664,539,456,0.2,1.5,2.088,60.1,50,7.14
3.8187,-5.182,36.62,34.94,0.08166,487,369,1.0,1.0,4.203,82.5,60,43.46
3.7348,-43.879,42.41,39.44,0.08737,821,677,0.5,1.0,19.288,57.5,100,26.63
3.7712,-12.789,37.9,31.14,0.12735,1461,1155,2.0,0.5,1.47,61.1,75,33.97
3.9762,5.16,18.49,11.25,0.10722,1088,833,1.0,0.2,2.395,59.3,50,52.95
3.3443,5.283,41.11,40.28,0.07392,355,275,1.0,1.5,0.643,79.1,60,24.28
3.8125,5.152,27.84,21.09,0.11435,1275,1027,0.2,0.5,8.203,97.3,60,42.06
3.892,-20.21,27.13,21.74,0.06335,234,177,1.0,0.5,3.22,38.1,100,47.09
3.2026,2.655,31.5,29.25,0.06289,226,174,1.0,1.5,0.43,56.3,100,19.95
4.1485,-14.639,41.66,39.03,0.11072,1336,1091,0.5,0.2,3.641,66.4,75,53.06
3.408,0.028,35.33,36.43,0.05437,48,40,1.0,0.5,2.524,33.8,50,25.63
3.8564,-11.517,45.4,35.25,0.0722,117,76,2.0,1.0,1.469,50.6,50,44.6
3.9048,16.056,33.55,25.51,0.0607,53,56,0.2,1.0,0.075,66.4,75,58.09
3.6048,5.062,26.51,25.38,0.0743,564,455,1.0,0.5,0.975,52.6,75,38.05
3.1545,-2.148,38.16,30.77,0.09435,1067,803,1.5,0.2,0.923,60.4,50,7.31
3.3308,20.706,30.24,26.96,0.05286,52,50,0.5,1.0,5.026,67.5,50,27.89
3.2811,-5.587,42.86,35.11,0.08327,557,453,0.5,0.5,1.2,52.2,60,14.8
3.6224,-21.226,38.15,34.64,0.10606,1125,900,1.0,0.5,15.377,45.6,100,26.77
3.3135,15.838,36.64,32.73,0.1028,867,711,2.0,0.5,0.814,45.2,60,20.18
3.6561,3.783,11.93,7.79,0.06595,397,304,1.5,1.0,8.942,26.4,60,35.06
3.3458,-4.78,32.05,29.02,0.10917,1161,935,0.2,0.2,1.818,68.1,50,19.34
3.0012,-9.656,36.33,27.13,0.08316,674,507,1.5,0.2,29.712,57.6,50,0.0
3.4359,7.662,37.04,29.34,0.07296,386,316,1.0,0.5,6.514,78.2,60,26.55
3.7282,12.205,27.3,21.97,0.0595,110,127,0.5,1.0,3.706,69.7,75,44.94
3.9284,-11.501,25.48,17.4,0.08659,613,470,1.5,1.0,7.103,61.2,60,50.7
3.034,8.48,31.82,31.71,0.05018,16,0,1.5,0.5,9.083,65.4,60,10.18
3.31,3.759,26.46,25.15,0.11654,1205,949,1.0,1.0,24.108,34.0,60,20.11
4.1826,-12.441,39.02,32.6,0.09587,883,708,0.5,0.5,0.746,65.4,60,57.03
3.3142,0.058,29.84,22.63,0.0838,540,410,0.5,1.5,3.515,56.9,75,18.31
3.9326,-8.2,45.17,39.33,0.066,170,144,0.5,1.0,1.956,49.2,75,49.89
3.6112,18.605,35.36,36.01,0.07049,408,343,1.0,1.0,1.948,53.6,100,41.0
3.1466,-9.734,32.19,30.37,0.08358,739,601,1.5,1.0,4.002,70.0,100,9.82
3.7721,22.633,32.54,26.29,0.12107,1401,1085,0.5,0.2,2.806,51.5,60,43.19
4.1596,1.971,47.1,34.82,0.1155,1211,988,1.5,0.5,6.654,56.4,75,58.13
4.0642,-26.183,39.79,31.14,0.08532,857,704,0.5,1.0,1.592,68.6,60,48.13
3.8284,-32.597,39.64,29.91,0.05898,229,199,0.2,0.2,3.02,56.2,100,37.7
3.6146,-3.129,42.36,36.34,0.05931,118,101,0.2,0.2,13.476,62.7,100,33.01
3.3832,20.004,45.41,39.41,0.09601,1179,947,0.5,1.0,0.38,58.4,50,21.11
3.4284,18.459,19.88,17.98,0.08398,783,647,1.0,1.0,1.251,76.6,60,32.0
3.4154,2.495,27.45,19.6,0.07013,464,409,0.2,0.2,0.429,62.6,60,27.15
4.1065,-11.056,26.54,21.76,0.05473,103,63,1.0,2.0,0.259,35.4,60,59.86
3.2536,-6.259,23.06,15.98,0.08324,697,579,1.0,2.0,0.067,71.9,60,18.99
3.4536,3.11,32.59,27.5,0.05719,174,137,2.0,0.5,1.82,50.3,60,28.25
3.5184,16.31,38.64,32.8,0.08054,744,592,0.2,1.0,7.55,52.3,75,30.24
3.4907,8.538,32.57,27.83,0.13105,1444,1124,1.0,1.5,1.107,56.8,100,30.69
3.005,14.524,29.4,23.73,0.10481,1157,919,0.5,1.5,1.569,93.0,60,4.46
3.3252,9.655,45.01,37.01,0.11118,1414,1111,0.5,0.5,7.761,67.9,60,12.84
3.5983,14.083,30.33,29.12,0.08888,664,521,0.2,0.5,0.65,88.8,60,39.18
3.9126,-33.918,31.27,30.74,0.04772,32,3,0.2,1.0,1.081,60.9,50,44.33
3.6834,-13.388,43.51,37.23,0.04664,54,34,0.2,0.5,4.978,71.0,60,34.32
3.4618,-16.572,36.34,27.01,0.07929,518,406,0.2,1.0,5.404,86.9,60,20.09
3.7982,-17.998,54.56,44.48,0.08516,755,605,0.2,0.2,1.777,72.3,100,38.59
3.7991,0.084,25.74,24.42,0.05139,11,0,1.0,1.0,0.042,66.2,60,46.94
3.2975,-21.709,47.77,43.98,0.08278,719,546,1.0,1.5,1.922,39.5,50,12.32
3.1245,-14.156,20.76,20.2,0.07539,554,450,0.5,2.0,5.028,44.8,50,8.11
3.9638,-1.481,35.49,32.14,0.06364,372,281,0.2,1.0,5.018,64.5,60,50.47
3.6357,-24.054,31.23,22.86,0.06808,483,407,0.5,1.0,2.178,75.2,50,28.02
3.2118,-7.293,41.92,36.96,0.11596,972,782,0.5,0.5,1.716,58.0,60,11.14
3.3145,9.583,28.05,24.17,0.10841,1251,1012,2.0,0.5,4.844,70.1,100,22.62
3.9197,-18.381,36.96,30.33,0.07379,622,525,1.0,0.5,11.9,47.3,75,44.81
3.7839,11.944,25.41,22.8,0.07095,306,238,0.2,1.5,6.296,50.5,75,48.46
4.1342,-12.093,45.28,35.5,0.07413,456,353,0.5,1.0,1.042,67.2,60,58.75
3.5579,4.075,27.78,22.75,0.05804,159,144,0.5,0.5,13.149,60.9,75,40.72
3.0626,-16.593,45.26,41.47,0.06406,330,274,0.5,2.0,3.763,54.3,100,7.17
3.8405,6.8,26.79,20.03,0.08672,775,616,1.0,0.2,0.477,52.0,60,49.11
3.3059,-4.554,25.05,17.23,0.05971,224,207,1.0,1.0,1.643,37.5,75,23.36
3.3886,6.993,45.4,35.61,0.10478,982,781,1.0,1.5,5.151,59.6,50,20.62
3.236,-8.178,27.64,23.27,0.08516,728,583,1.5,0.2,8.155,38.1,50,8.78
3.3707,8.341,36.2,27.94,0.12967,1479,1183,0.2,0.2,3.016,55.4,100,25.6
3.9954,12.703,30.73,25.42,0.10313,1068,835,0.2,0.2,0.593,57.5,50,54.24
3.6921,1.796,20.66,17.5,0.11082,1237,991,1.5,2.0,0.528,81.4,50,34.82
3.131,-7.193,30.05,27.38,0.09899,1082,893,0.5,1.0,1.578,44.2,60,10.09
3.7039,-3.505,39.83,38.12,0.09287,643,523,1.0,0.2,0.153,67.2,75,43.04
3.7603,-18.964,38.8,36.03,0.08082,615,492,1.5,1.0,2.169,62.6,50,37.34
4.0618,3.044,38.2,29.85,0.05969,194,151,1.5,0.5,6.005,44.2,60,57.64
4.0316,9.344,44.02,36.9,0.08369,488,397,1.0,0.2,2.472,60.9,60,58.75
3.0755,23.494,20.8,19.52,0.05988,156,139,1.5,3.0,7.096,40.1,60,15.77
4.04,19.625,25.16,25.4,0.08309,609,499,1.0,0.5,4.284,60.9,60,59.25
3.0611,-14.66,32.83,31.17,0.11275,1249,992,0.2,1.5,0.859,56.7,50,0.0
3.1849,3.182,29.63,26.96,0.06668,411,335,2.0,2.0,0.965,73.3,75,15.36
3.1339,-1.995,30.12,26.03,0.11748,1228,991,1.5,1.0,1.721,49.3,75,10.07
3.218,18.27,26.91,18.39,0.09802,1102,861,1.0,3.0,3.089,26.7,50,19.81
3.9639,-10.638,14.71,11.35,0.10247,1147,920,0.5,0.2,4.536,51.3,75,47.04
3.8233,13.171,44.58,34.54,0.06961,470,332,1.5,3.0,0.76,69.3,75,50.16
3.8244,-14.805,29.91,29.95,0.11331,1241,1002,0.5,0.2,0.666,62.2,50,42.82
4.1066,-1.59,39.17,35.22,0.07567,515,425,1.0,1.0,0.05,51.4,75,59.19
3.4702,-13.268,31.86,24.5,0.09704,1127,916,0.2,2.0,0.479,78.2,60,20.39
3.0039,-29.476,29.84,22.3,0.08119,392,305,0.5,1.0,5.575,55.8,75,0.08
3.7677,-13.566,32.05,28.05,0.0853,630,510,0.5,1.0,0.228,71.8,75,43.96
4.0417,-3.863,42.84,34.83,0.0779,607,514,1.0,0.5,3.723,60.4,60,52.69
4.1715,21.393,33.58,26.15,0.10112,979,811,1.5,3.0,3.674,70.1,50,69.21
3.4367,-16.31,37.37,34.41,0.07388,433,345,0.5,0.5,19.597,71.5,60,18.0
3.9866,-9.086,25.89,19.95,0.11605,1354,1085,1.0,2.0,4.528,80.1,60,49.15
4.0191,-21.605,33.82,26.71,0.11027,1166,955,1.5,3.0,4.806,48.3,50,49.5
3.1733,17.329,30.61,27.44,0.07898,539,401,1.5,0.5,0.376,68.6,60,17.47
3.7578,-6.907,47.89,37.81,0.06931,277,215,1.0,1.5,8.361,41.5,75,36.09
3.2078,-5.076,32.15,29.66,0.06195,232,212,1.5,0.2,1.543,68.4,50,16.01
3.536,-5.216,47.4,41.97,0.10726,1113,909,1.5,1.5,1.499,34.7,75,23.83
4.0551,-29.259,18.47,17.22,0.11006,1222,984,1.0,1.0,2.507,88.9,60,49.8
3.9474,-21.999,34.35,29.04,0.06588,361,258,1.5,0.2,4.919,65.0,60,48.14
3.6844,-14.277,31.23,29.44,0.11935,1464,1170,0.5,2.0,1.395,63.4,50,34.93
3.9705,9.24,37.08,32.96,0.04723,25,8,1.0,1.0,6.012,35.3,60,54.07
3.1834,-37.489,21.73,21.49,0.10008,1048,845,0.2,0.5,1.127,75.2,60,2.03
3.2339,8.12,48.88,41.48,0.11967,1417,1117,1.5,1.0,0.524,78.7,100,14.28
3.2506,5.146,34.17,28.1,0.08033,506,384,0.2,0.5,4.772,56.6,75,17.49
3.9312,-27.223,27.57,19.3,0.1143,1324,1017,0.5,1.5,10.183,53.5,75,38.58
4.0692,-4.755,31.83,27.87,0.11644,1362,1114,0.5,1.0,9.616,54.4,100,53.81
3.6754,17.458,33.9,25.49,0.06184,266,204,0.2,0.5,0.258,85.9,50,43.33
4.1496,-16.058,55.12,50.0,0.07276,460,371,1.5,0.5,1.988,58.5,100,57.52
3.8736,-8.28,41.74,36.4,0.08124,455,363,2.0,1.5,1.355,62.5,75,46.2
3.6764,41.416,39.74,28.4,0.11725,1383,1085,1.5,1.0,2.426,74.3,50,43.27
3.7339,4.888,30.65,27.1,0.10736,1091,847,0.5,0.5,0.207,23.4,60,44.2
4.0194,-3.87,44.29,35.61,0.10205,1006,784,0.2,1.0,2.115,58.8,60,50.35
3.1082,-7.156,42.43,35.99,0.09341,862,675,0.2,1.0,12.971,55.8,50,2.05
3.2016,5.596,7.99,4.71,0.11696,1435,1155,1.0,0.2,3.348,62.3,60,10.65
3.3196,10.274,34.2,33.14,0.07712,490,376,0.5,1.0,0.98,72.1,100,25.85
4.0737,-32.336,30.12,28.22,0.09397,1072,892,1.5,0.5,6.627,74.6,50,46.92
4.1339,-33.509,25.9,17.51,0.07305,563,470,1.5,1.0,2.026,56.5,75,55.92
3.4274,-14.971,45.24,35.04,0.10354,1125,916,0.5,0.2,0.264,57.8,75,20.21
4.1086,-2.308,51.24,45.97,0.05963,215,169,1.0,1.0,1.738,60.4,50,56.02
3.6562,1.134,37.89,32.45,0.12347,1461,1199,0.5,1.5,6.729,71.4,100,33.34
3.5679,-25.552,44.13,36.8,0.08486,558,442,0.5,1.0,0.999,77.2,75,29.43
3.9993,-3.072,47.65,42.43,0.06105,158,125,1.0,1.0,1.581,38.9,100,54.69
3.6553,-1.078,29.66,21.36,0.07524,488,393,1.5,1.0,1.267,65.6,100,34.28
3.5454,-12.748,19.01,13.14,0.08257,685,562,1.5,0.5,9.134,57.0,50,25.48
3.0192,-8.017,38.66,33.25,0.11162,1265,1024,0.2,0.2,1.394,90.7,60,1.33
3.0155,-10.898,28.92,26.02,0.08398,793,624,0.5,2.0,1.099,43.5,60,2.5
3.7531,6.965,19.17,17.01,0.03966,4,0,1.0,1.5,10.479,42.6,75,45.4
3.0881,0.103,22.9,27.37,0.06162,360,300,0.5,1.0,33.605,51.1,60,6.74
3.8843,-17.134,42.52,33.82,0.07875,458,380,0.5,0.5,3.601,68.9,100,43.1
3.7468,14.326,31.37,26.81,0.05879,247,189,1.0,1.5,10.921,69.1,60,45.47
3.5493,-20.509,25.5,21.71,0.09463,945,724,1.0,0.5,5.846,51.8,60,25.8
3.8518,-25.694,25.36,26.21,0.07616,421,332,1.0,2.0,0.831,75.2,100,44.82
4.1917,-3.677,30.92,27.84,0.03749,14,23,1.5,1.0,4.607,53.5,60,64.39
3.2956,-3.753,15.25,12.56,0.08382,735,624,0.5,0.2,6.245,72.8,60,16.08
3.6685,1.092,29.47,26.86,0.10176,1145,892,1.0,1.5,5.435,39.1,60,36.96
4.0114,-17.72,23.24,17.25,0.06527,276,212,0.2,1.0,3.02,45.5,75,51.37
3.0202,13.396,38.64,33.27,0.07538,452,353,2.0,0.5,2.896,53.8,100,8.43
3.2442,25.721,16.43,15.51,0.12352,1413,1157,1.5,1.0,6.9,59.1,50,21.59
3.6252,-0.325,37.21,36.1,0.12339,1317,1052,1.5,2.0,4.672,47.4,60,32.76
3.6627,4.74,25.83,24.73,0.08262,597,459,1.0,0.5,6.299,47.2,50,40.35
3.1036,-31.727,34.09,23.66,0.07349,445,367,1.0,0.2,0.93,66.8,60,2.53
3.4889,-6.523,39.83,30.36,0.07262,209,159,0.2,1.5,13.577,72.3,100,27.41
3.6237,-10.44,23.51,21.07,0.07501,713,545,0.2,1.0,5.279,48.3,75,32.1
3.5076,-12.872,29.3,30.23,0.07605,301,222,0.5,2.0,2.195,39.9,100,30.31
3.8407,-9.863,27.53,22.14,0.12101,1246,1031,0.2,0.5,3.658,61.5,60,42.71
3.9256,-8.366,28.69,23.55,0.04936,2,9,1.0,1.0,4.084,67.0,100,54.39
3.5523,-21.824,37.19,31.24,0.09591,989,793,0.5,0.2,6.463,44.3,75,23.95
3.5108,-7.309,26.12,18.89,0.10251,1116,887,0.5,1.5,4.826,85.1,75,27.44
3.8464,-15.625,24.24,17.89,0.07451,519,421,0.2,0.5,7.443,46.8,100,50.36
3.6664,11.825,31.64,29.99,0.12853,1451,1166,1.0,0.2,2.009,56.0,60,37.63
4.0445,4.955,33.67,27.78,0.06227,492,399,1.0,1.0,2.188,56.3,60,56.39
3.5774,4.976,36.91,29.35,0.12295,1258,1008,0.5,1.5,0.836,47.8,50,32.15
3.6892,14.652,33.45,30.62,0.08095,619,512,0.2,0.5,2.9,87.2,75,42.9
3.1546,-12.394,34.36,28.46,0.11508,1184,947,1.0,0.5,2.054,46.0,75,5.52
4.0032,4.047,36.21,32.86,0.06035,330,244,0.2,0.5,4.373,86.0,60,56.38
3.5068,16.053,39.77,28.78,0.07022,332,253,1.5,1.5,3.694,55.5,50,34.71
3.8629,-13.442,12.96,11.94,0.05438,49,0,1.0,1.5,7.793,55.5,100,44.87
3.5154,-30.438,22.48,14.02,0.09592,862,730,0.5,0.5,0.737,50.3,75,26.01
3.0012,-10.36,43.41,43.42,0.06009,271,234,1.5,0.5,9.881,70.2,100,0.43
3.4805,14.348,38.38,28.0,0.07704,579,446,0.2,2.0,0.997,89.7,100,31.13
3.177,-14.296,37.18,35.6,0.10757,1275,1014,1.0,1.0,5.102,51.5,60,6.39
3.4783,-6.976,30.8,25.23,0.08177,559,434,1.0,0.5,2.759,55.5,75,28.97
3.3856,-11.695,27.65,27.54,0.09146,695,586,0.2,0.2,4.852,81.9,75,23.06
3.2431,-2.855,25.32,24.37,0.10706,1113,862,1.0,0.2,3.074,43.2,50,15.18
3.1485,-15.728,55.42,47.73,0.05885,445,358,1.0,0.5,4.227,48.3,75,2.98
3.8743,-22.247,38.11,30.03,0.10758,1016,810,1.5,1.5,5.578,80.5,60,37.94
3.9058,-6.613,29.44,23.72,0.11835,1355,1100,1.0,0.5,0.858,66.3,60,45.35
3.318,-4.056,22.01,14.79,0.09483,1162,927,0.5,3.0,1.676,47.0,50,18.82
3.5942,16.747,51.92,43.79,0.05928,356,249,1.5,0.5,8.077,69.3,50,33.75
3.5569,0.994,29.64,26.69,0.05838,273,213,0.5,0.5,7.234,36.9,75,35.84
3.4263,-17.576,34.76,33.95,0.1021,1042,814,1.5,0.5,4.572,76.3,100,24.48
3.3332,-10.975,39.81,34.85,0.06039,310,249,1.5,1.0,1.457,30.5,100,18.15
3.2232,10.702,27.57,24.3,0.089,869,723,1.0,2.0,0.924,44.7,50,17.84
4.0475,-6.357,39.55,33.38,0.09882,885,673,0.5,2.0,0.199,65.6,60,54.51
4.0,-16.397,29.81,23.17,0.06359,153,106,1.0,0.5,10.876,41.1,100,54.26
3.5006,1.235,23.03,20.08,0.1254,1413,1119,1.5,1.5,4.041,60.2,50,27.32
3.8654,-11.848,44.43,37.32,0.10597,1283,1018,1.0,1.5,2.132,68.5,50,39.83
3.598,7.172,33.7,26.73,0.08567,619,510,1.5,0.5,4.686,48.9,60,32.14
3.1025,5.444,39.32,32.15,0.09171,882,702,0.5,0.5,2.45,58.2,60,7.83
3.9869,-17.211,35.06,31.29,0.09961,796,645,0.5,0.2,1.727,72.6,50,49.28
3.2631,26.775,40.44,33.1,0.0575,124,86,0.5,0.2,2.782,66.7,60,26.99
3.8482,-1.844,22.11,15.55,0.12493,1377,1106,0.5,1.0,5.336,82.8,100,43.03
3.6329,-39.957,30.24,23.32,0.11758,1296,1052,0.5,1.0,7.273,47.4,60,25.9
3.8286,5.708,35.44,25.4,0.08306,618,479,1.5,0.2,0.42,45.1,75,49.51
3.5654,-38.974,27.33,21.35,0.06036,244,210,0.2,3.0,0.268,79.7,75,26.71
3.8431,15.597,34.61,31.43,0.09839,847,678,1.0,1.0,1.664,65.7,60,47.5
3.0394,0.856,39.16,37.5,0.0771,449,380,0.5,1.5,0.16,56.2,75,9.72
3.049,-2.193,47.15,38.76,0.09479,929,739,1.5,1.0,2.731,51.2,75,3.08
4.0756,-1.27,31.36,25.29,0.1113,1270,1023,1.0,1.0,6.948,72.2,60,55.75
3.8996,7.526,40.35,30.34,0.07239,519,414,0.5,0.5,1.709,54.2,75,49.27
3.9942,-8.477,30.48,31.57,0.11229,1164,929,1.0,2.0,2.584,71.7,100,48.94
3.5479,-1.423,40.7,32.97,0.06923,361,293,1.0,0.5,3.416,79.0,75,32.7
3.5516,0.501,25.19,20.97,0.05179,7,16,0.2,3.0,9.798,61.6,50,34.49
3.6408,-44.489,46.5,42.56,0.07205,477,356,1.0,0.2,10.449,39.6,75,24.08
3.2924,7.64,38.12,35.41,0.12604,1375,1128,0.2,0.2,3.997,68.5,50,14.21
3.8802,10.172,43.32,35.62,0.06726,494,358,0.2,1.5,0.041,76.6,60,51.43
3.9953,5.511,44.47,37.63,0.09551,832,651,0.5,1.0,0.841,78.0,100,55.94
4.0887,4.451,33.85,32.27,0.12741,1450,1158,2.0,1.5,0.901,62.5,75,62.31
3.6204,22.672,25.28,19.78,0.10151,1062,857,2.0,1.0,3.655,34.3,100,41.14
3.4975,-1.936,34.01,26.89,0.07235,592,505,1.5,1.0,4.918,53.2,60,24.72
3.9971,-1.419,20.33,14.79,0.06121,186,111,0.2,0.2,0.373,52.5,60,55.24
3.9032,-11.057,39.64,31.32,0.09363,753,592,1.5,1.5,1.368,72.8,60,44.48
4.0407,-29.981,30.78,26.65,0.06346,92,31,1.0,1.0,2.83,66.2,75,51.98
3.7869,5.594,25.91,27.68,0.05754,85,68,0.5,0.2,5.903,73.5,60,48.67
4.06,-9.438,43.19,37.63,0.10028,1067,859,0.5,0.5,1.689,49.8,60,50.68
3.1068,-30.145,29.89,24.34,0.06027,136,140,1.0,1.0,2.75,63.2,75,7.17
3.8155,-2.403,31.92,25.98,0.0735,420,338,0.2,0.2,2.742,25.6,100,46.8
3.1066,-2.822,36.5,28.18,0.05526,73,79,1.0,2.0,10.456,53.9,50,4.24
3.8987,-4.728,12.42,13.28,0.10453,1179,954,1.0,1.5,7.463,37.7,100,45.9
3.7541,0.76,30.16,25.87,0.11689,1278,1013,1.0,0.5,7.804,86.1,100,39.55
3.0192,-24.689,10.35,8.11,0.06085,170,107,1.5,2.0,0.729,67.0,75,0.9
3.7191,13.607,24.69,23.32,0.07059,169,140,0.5,2.0,9.244,66.4,60,47.14
3.1755,5.228,39.62,34.84,0.09399,871,666,0.5,1.5,2.002,41.6,50,9.55
3.1709,17.367,38.68,31.58,0.07453,321,282,1.0,0.5,3.148,58.1,50,16.15
3.1806,-9.594,29.14,23.24,0.07971,455,360,1.0,1.0,3.811,69.9,60,15.11
3.5806,5.178,31.26,28.33,0.0974,943,778,1.0,1.0,2.25,46.9,75,33.39
3.1386,-29.305,23.96,19.4,0.09564,789,621,0.5,1.0,1.682,53.1,60,3.37
3.1508,-13.776,35.77,27.98,0.07668,612,494,0.5,1.0,1.14,76.6,60,11.95
3.3074,-21.857,57.05,50.0,0.10794,1178,946,1.0,0.2,2.883,43.9,60,9.34
3.001,2.623,46.11,42.77,0.09172,888,709,0.2,0.2,7.272,53.5,75,4.43
3.3309,-17.842,31.57,28.42,0.06661,348,269,1.0,1.5,5.796,47.7,75,16.33
3.7421,-7.835,29.13,29.28,0.11368,1474,1187,0.5,2.0,2.853,65.1,75,36.64
3.7219,-1.334,23.88,20.16,0.1188,1196,938,1.0,0.5,1.679,71.6,75,37.62
4.1634,-7.387,21.38,21.59,0.04893,9,0,0.2,1.0,0.051,84.1,50,64.51
3.1436,-21.017,42.1,30.9,0.09088,739,616,0.5,0.5,0.931,65.9,60,3.26
4.0387,23.417,26.24,23.8,0.11563,1288,1044,1.0,1.0,0.827,78.7,75,59.44
3.4694,0.456,43.56,35.23,0.12169,1461,1170,1.0,0.2,3.55,65.5,100,24.69
3.4644,23.552,51.01,40.56,0.10711,1270,1049,0.5,1.5,10.141,39.5,75,27.83
3.4186,-16.752,36.31,30.66,0.07873,666,527,0.5,1.0,1.521,60.6,100,22.01
3.1497,-6.91,33.51,28.81,0.07607,545,462,1.0,0.5,6.303,60.8,50,9.37
3.5742,0.031,15.59,14.55,0.05403,128,105,1.0,1.0,1.6,76.0,75,38.3
3.9449,21.712,37.47,33.98,0.07513,600,459,1.0,1.0,13.315,58.6,50,55.87
4.0505,23.445,28.66,18.85,0.07676,604,520,0.2,1.0,0.867,54.4,75,63.86
4.1554,-7.786,30.71,24.66,0.06861,326,280,0.2,1.0,2.089,47.2,50,62.41
3.9424,-12.218,40.76,35.68,0.10333,979,780,0.2,3.0,0.647,56.1,60,47.8
3.7477,-1.355,45.17,36.24,0.06432,403,336,0.2,0.2,1.026,58.7,75,41.59
3.597,16.731,31.36,24.27,0.077,628,494,0.2,2.0,0.448,68.9,50,36.7
4.0499,0.763,29.29,24.73,0.12018,1382,1122,1.5,0.2,0.464,47.8,75,51.91
3.8874,3.499,28.05,22.41,0.08503,717,525,0.2,0.5,3.961,95.1,50,52.81
3.1935,16.592,21.11,18.42,0.10017,1040,811,0.2,3.0,6.127,46.4,75,17.02
3.8191,14.172,26.24,22.92,0.06826,273,237,0.5,1.5,0.338,40.8,60,52.13
3.5172,14.752,19.48,15.09,0.08512,684,542,1.5,0.5,1.001,67.6,50,31.8
3.715,9.331,40.14,33.46,0.04763,115,96,2.0,1.0,1.549,40.8,60,42.58
4.078,20.281,32.41,31.16,0.089,860,661,1.0,0.5,11.044,60.4,60,59.15
3.7831,-18.226,37.71,32.48,0.07629,692,590,0.2,0.5,3.646,49.6,75,36.37
4.1265,33.739,24.2,20.36,0.1048,1114,915,0.2,0.2,0.454,69.8,75,69.53
4.0396,15.905,20.74,18.44,0.09861,1105,879,0.5,0.2,1.847,62.3,100,61.2
3.1547,-2.405,32.27,28.43,0.05734,323,250,0.2,1.0,5.024,77.1,60,12.38
3.014,16.646,26.55,28.51,0.08772,960,788,1.0,1.0,15.31,66.4,50,6.37
3.4613,-5.212,29.55,26.82,0.06557,113,130,2.0,1.5,5.363,60.7,60,28.89
4.0384,7.122,27.39,25.68,0.09722,1081,883,0.2,0.2,0.8,63.1,50,51.49
3.2762,8.88,45.85,41.69,0.05607,153,165,0.5,1.0,6.841,45.5,75,21.2
3.8297,12.932,29.57,31.41,0.12165,1427,1123,1.5,2.0,0.013,49.5,50,50.89
3.5712,-6.895,49.34,43.77,0.11505,1289,1014,1.0,2.0,2.634,63.3,60,23.03
3.8953,13.251,45.88,38.15,0.0688,314,227,1.5,1.0,1.693,68.9,50,47.05
3.198,-6.629,46.27,41.63,0.10294,1064,860,1.5,0.2,11.699,55.1,60,3.81
3.2869,10.965,25.9,19.4,0.05293,104,86,0.5,0.5,0.188,56.8,50,26.12
3.291,-0.268,36.21,32.75,0.1119,1216,969,1.0,1.0,1.181,54.1,75,14.41
3.6582,-27.359,24.88,24.55,0.12225,1424,1155,1.0,1.0,1.204,65.6,60,29.43
3.3475,-11.051,19.7,14.69,0.1153,1301,1065,1.0,3.0,2.202,60.1,60,17.87
3.9741,12.722,47.01,39.97,0.07085,353,251,0.5,1.5,10.274,69.3,100,54.57
3.4162,-4.555,26.68,25.65,0.09762,1015,800,1.5,1.0,4.229,50.7,60,22.22
3.793,18.203,23.16,19.56,0.0856,732,602,1.0,0.5,0.518,59.2,60,48.44
4.1382,-18.199,28.94,24.68,0.07877,708,557,0.5,0.2,6.969,82.7,60,53.71
3.7283,10.442,35.18,21.63,0.11273,1279,1007,0.5,0.2,3.975,90.5,60,41.71
3.2906,-0.713,28.12,22.45,0.07931,650,540,0.2,1.0,0.065,56.5,75,22.4
3.9965,-3.702,25.51,26.23,0.09643,823,632,1.5,0.2,10.032,79.7,60,52.67
3.0151,-17.675,40.39,41.85,0.08999,946,750,0.5,0.5,0.194,79.0,50,0.0
3.3078,3.15,29.86,22.67,0.08062,660,534,0.5,3.0,3.766,72.3,60,20.34
